subject	seq	trial	wordtype	text	transcript	maincode	checktrans
9	69	42	prime	ASYLUM	azilum (sic)	FALSE	
9	70	42	target	STRING	string	TRUE	
9	71	43	prime	RIFLE	rifle	TRUE	
9	72	43	target	TROPHY	trophy	TRUE	
9	73	44	prime	SHOVEL	shovel	TRUE	
9	74	44	target	BOULDER	boulder	TRUE	
9	75	45	prime	HOTEL	hotel	TRUE	
9	76	45	target	PATIO	patio	TRUE	
9	77	46	prime	RAT	rat	TRUE	
9	78	46	target	TRAILER	trailer	TRUE	
9	79	47	prime	SALMON	sollmon (sic)	FALSE	
9	80	47	target	GARDEN	garden	TRUE	
9	81	48	prime	BODYGUARD	bodyguard	TRUE	
9	82	48	target	JEWELER	jeweler	TRUE	
9	83	49	prime	DAM	dam	TRUE	
9	84	49	target	RIVER	river	TRUE	
9	85	50	prime	DRUM	drum	TRUE	
9	86	50	target	HYDRANT	hydrant	TRUE	
9	87	51	prime	DRIFTER	draf-drifter	FALSE	
9	88	51	target	REFLECTOR	reflector	TRUE	
9	89	52	prime	ZINC	zinc	TRUE	
9	90	52	target	PEACH	peach	TRUE	
9	91	53	prime	PLAYPEN	playpen	TRUE	
9	92	53	target	SKI	ski	TRUE	
9	93	54	prime	PASSPORT	passport	TRUE	
9	94	54	target	DINER	dinner	FALSE	
9	95	55	prime	FORT	fort	TRUE	
9	96	55	target	CAVE	cave	TRUE	
9	97	56	prime	BANANA	banana	TRUE	
9	98	56	target	DRINK	drink	TRUE	
9	99	57	prime	BIKE	bike	TRUE	
9	100	57	target	RACK	rack	TRUE	
9	101	58	prime	DEAL	deal	TRUE	
9	102	58	target	SHELF	shelf	TRUE	
9	103	59	prime	TREASURER	treasurer	TRUE	
9	104	59	target	SUPPORTER	supporter	TRUE	
9	105	60	prime	MATADOR	mitador (sic)	FALSE	
9	106	60	target	STRAINER	strainer	TRUE	
9	107	61	prime	WINDOW	window	TRUE	
9	108	61	target	PAINTING	painting	TRUE	
9	109	62	prime	UNCLE	uncle	TRUE	
9	110	62	target	CHAIR	chair	TRUE	
9	111	63	prime	CAKE	cake	TRUE	
9	112	63	target	CANDLE	candle	TRUE	
9	113	64	prime	ENVELOPE	envelope	TRUE	
9	114	64	target	LETTER	letter	TRUE	
9	115	65	prime	BLUEPRINT	blueprint	TRUE	
9	116	65	target	BUILDING	building	TRUE	
9	117	66	prime	DRESSER	dresser	TRUE	
9	118	66	target	DRAWER	drawer	TRUE	
9	119	67	prime	KAYAK	kayak	TRUE	
9	120	67	target	FLAGPOLE	flagpole	TRUE	
9	121	68	prime	ELEPHANT	elephant	TRUE	
9	122	68	target	TIGER	tiger	TRUE	
9	123	69	prime	HEAVEN	heaven	TRUE	
9	124	69	target	MANUAL	manual	TRUE	
9	125	70	prime	KIMONO	kimono	TRUE	
9	126	70	target	PENCIL	pencil	TRUE	
9	127	71	prime	JAW	jaw	TRUE	
9	128	71	target	RAG	rag	TRUE	
9	129	72	prime	NECKLACE	necklace	TRUE	
9	130	72	target	FEATHER	feather	TRUE	
9	131	73	prime	DECOY	decoy	TRUE	
9	132	73	target	FLAG	flag	TRUE	
9	133	74	prime	SINK	sink	TRUE	
9	134	74	target	TILE	tile	TRUE	
9	135	75	prime	FORTRESS	fortress	TRUE	
9	136	75	target	FARM	farm	TRUE	
9	137	76	prime	COACH	coach	TRUE	
9	138	76	target	ATHLETE	atlete (sic)	FALSE	
9	139	77	prime	ATLAS	atlas	TRUE	
9	140	77	target	MAP	map	TRUE	
9	141	78	prime	SUCCESSOR	successor	TRUE	
9	142	78	target	PILLAR	pillar	TRUE	
9	143	79	prime	BOURBON	borde-bourbon	FALSE	
9	144	79	target	ACTOR	actor…okay	FALSE	
10	1	8	prime	SHOVEL	shovel	TRUE	
10	2	8	target	BUCKET	bucket	TRUE	
10	3	9	prime	RAIL	rail	TRUE	
10	4	9	target	CARDINAL	cardinal	TRUE	
10	5	10	prime	VASE	vase	TRUE	
10	6	10	target	FLOWER	flower	TRUE	
10	7	11	prime	FORK	fork	TRUE	
10	8	11	target	LEMON	lemon	TRUE	
10	9	12	prime	SCAR	scar	TRUE	
10	10	12	target	CAFE	caffe (lengthened)	FALSE	
10	11	13	prime	BODYGUARD	bodyguard	TRUE	
10	12	13	target	ACTRESS	actress	TRUE	
10	13	14	prime	TENT	tent	TRUE	
10	14	14	target	CUSHION	cushion	TRUE	
10	15	15	prime	MAGAZINE	magazine	TRUE	
10	16	15	target	NECKLACE	necklace	TRUE	
10	17	16	prime	TITAN	titan	TRUE	
10	18	16	target	RECLINER	recliner	TRUE	
10	19	17	prime	ELEPHANT	elephant	TRUE	
10	20	17	target	TURTLE	turtle	TRUE	
10	21	18	prime	PENCIL	pencil	TRUE	
10	22	18	target	SHARPENER	sharpener	TRUE	
10	23	19	prime	DECOY	decoy	TRUE	
10	24	19	target	OAR	oar	TRUE	
10	25	20	prime	BACKPACK	backpack	TRUE	
10	26	20	target	BOOK	book	TRUE	
10	27	21	prime	RAT	rat	TRUE	
10	28	21	target	TAXI	taxi	TRUE	
10	29	22	prime	HAMMER	hammer	TRUE	
10	30	22	target	PEG	peg	TRUE	
10	31	23	prime	FLIGHT	flight	TRUE	
10	32	23	target	DRIVEWAY	driveway	TRUE	
10	33	24	prime	DRIFTER	drifter	TRUE	
10	34	24	target	HOSE	hose	TRUE	
10	35	25	prime	SKELETON	skeleton	TRUE	
10	36	25	target	CLASSROOM	classroom	TRUE	
10	37	26	prime	LAMP	lamp	TRUE	
10	38	26	target	DOLL	doll	TRUE	
10	39	27	prime	ENTERPRISE	enterprise	TRUE	
10	40	27	target	BENCH	bench	TRUE	
10	41	28	prime	BANANA	banana	TRUE	
10	42	28	target	SUNDAE	sundae	TRUE	
10	43	29	prime	EMPIRE	empire	TRUE	
10	44	30	prime	BLINDFOLD	blandfold (sic)	FALSE	
10	45	30	target	DRAWING	drawing	TRUE	
10	46	31	prime	ROD	rod	TRUE	
10	47	31	target	LID	lid	TRUE	
10	48	32	prime	KAYAK	kayak	TRUE	
10	49	32	target	FERRY	ferry	TRUE	
10	50	33	prime	BOOK	book	TRUE	
10	51	33	target	PAGE	page	TRUE	
10	52	34	prime	KNIFE	knife	TRUE	
10	53	34	target	CAN	can	TRUE	
10	54	35	prime	HOSE	hose	TRUE	
10	55	35	target	NOZZLE	nozzle	TRUE	
10	56	36	prime	ENVELOPE	envelope	TRUE	
10	57	36	target	ALBUM	album	TRUE	
10	58	37	prime	SALMON	salmon	TRUE	
10	59	37	target	POOL	pool	TRUE	
10	60	38	prime	SNEAKER	sneaker	TRUE	
10	61	38	target	SOCK	sock	TRUE	
10	62	39	prime	ZINC	zinc	TRUE	
10	63	39	target	PLANT	plant	TRUE	
10	64	40	prime	HORSE	horse	TRUE	
10	65	40	target	RABBIT	rabbit	TRUE	
10	66	41	prime	LOTTERY	lottery	TRUE	
10	67	41	target	BASKET	basket	TRUE	
10	68	42	prime	PASSPORT	passport	TRUE	
10	69	42	target	SENIOR	senior	TRUE	
10	70	43	prime	LAWYER	lawyer	TRUE	
10	71	43	target	CURTAIN	curtain	TRUE	
10	72	44	prime	PORCH	porch	TRUE	
10	73	44	target	HAMMER	hammer	TRUE	
10	74	45	prime	SUCCESSOR	successor	TRUE	
10	75	45	target	PIANO	piano	TRUE	
10	76	46	prime	DAM	dam	TRUE	
10	77	46	target	FACTORY	factory	TRUE	
10	78	47	prime	PECAN	pecan	TRUE	
10	79	47	target	JOURNAL	journal	TRUE	
10	80	48	prime	JAW	jaw	TRUE	
10	81	48	target	WRENCH	wrench	TRUE	
10	82	49	prime	SOUP	soup	TRUE	
10	83	49	target	TIRE	tire	TRUE	
10	84	50	prime	UNCLE	uncle	TRUE	
10	85	50	target	LAMP	lamp	TRUE	
10	86	51	prime	VIOLIN	violin	TRUE	
10	87	51	target	BOWL	bowl	TRUE	
10	88	52	prime	MATADOR	matador	TRUE	
10	89	52	target	SANDWICH	sandwich	TRUE	
10	90	53	prime	SPIDER	spider	TRUE	
10	91	53	target	BEE	bee	TRUE	
10	92	54	prime	BOURBON	bourbon	TRUE	
10	93	54	target	BOXER	boxer	TRUE	
10	94	55	prime	MONASTERY	monastery	TRUE	
10	95	55	target	CASTLE	castle	TRUE	
10	96	56	prime	SALT	salt	TRUE	
10	97	56	target	CAVERN	cavern	TRUE	
10	98	57	prime	LIVER	liver	TRUE	
10	99	57	target	TARGET	target	TRUE	
10	100	58	prime	COACH	coach	TRUE	
10	101	58	target	TEENAGER	teenager	TRUE	
10	102	59	prime	CANOE	canoe	TRUE	
10	103	59	target	TRAIL	trail	TRUE	
10	104	60	prime	LOCKER	locker	TRUE	
10	105	60	target	STRING	string	TRUE	
10	106	61	prime	FORTRESS	fortress	TRUE	
10	107	61	target	WALL	wall	TRUE	
10	108	62	prime	BUTLER	butler	TRUE	
10	109	62	target	MILLIONAIRE	millionaire	TRUE	
10	110	63	prime	HEAVEN	heaven	TRUE	
10	111	63	target	LENS	lens	TRUE	
10	112	64	prime	SON	son	TRUE	
10	113	64	target	RAMP	ramp	TRUE	
10	114	65	prime	KIMONO	kimono	TRUE	
10	115	65	target	PEN	pen	TRUE	
10	116	66	prime	COUCH	couch	TRUE	
10	117	66	target	TELEVISION	television	TRUE	
10	118	67	prime	ROBIN	robin	TRUE	
10	119	67	target	CHIPMUNK	chipmunk	TRUE	
10	120	68	prime	TRUMPET	trumpet	TRUE	
10	121	68	target	RUG	rug	TRUE	
10	122	69	prime	WARD	ward	TRUE	
10	123	69	target	DISH	dish	TRUE	
10	124	70	prime	OBJECTIVE	objective	TRUE	
10	125	70	target	HAMSTER	hamster	TRUE	
10	126	71	prime	TREE	tree	TRUE	
10	127	71	target	LIMB	limb	TRUE	
10	128	72	prime	NECKLACE	necklace	TRUE	
10	129	72	target	DIAMOND	diamond	TRUE	
10	130	73	prime	PURSE	purse	TRUE	
10	131	73	target	SIGN	sign	TRUE	
10	132	74	prime	DISK	disk	TRUE	
10	133	74	target	WALL	wall	TRUE	
10	134	75	prime	MELON	melon	TRUE	
10	135	75	target	CELEBRITY	celebrity	TRUE	
10	136	76	prime	TABLE	table	TRUE	
10	137	76	target	LEG	leg	TRUE	
10	138	77	prime	RAKE	rake	TRUE	
10	139	77	target	GLOVE	glove	TRUE	
10	140	78	prime	CAKE	cake	TRUE	
10	141	78	target	FIGURINE	figurine	TRUE	
10	142	79	prime	TREASURER	treasurer	TRUE	
10	143	79	target	SENATOR	senator	TRUE	
11	1	8	prime	SNEAKER	sneaker	TRUE	
11	2	8	target	SHOELACE	shoelace	TRUE	
11	3	9	prime	CART	cart	TRUE	
11	4	9	target	LADLE	ladle	TRUE	
11	5	10	prime	STATUE	statue	TRUE	
11	6	10	target	SANDWICH	sandwich	TRUE	
11	7	11	prime	LOFT	loft	TRUE	
11	8	11	target	COVER	cover	TRUE	
11	9	12	prime	GAVEL	gavel	TRUE	
11	10	12	target	FLAGPOLE	flagpole	TRUE	
11	11	13	prime	LIVER	liver	TRUE	
11	12	13	target	TRIGGER	trigger	TRUE	
11	13	14	prime	TRAINER	trainer	TRUE	
11	14	14	target	ACTOR	actor	TRUE	
11	15	15	prime	TENT	tent	TRUE	
11	16	15	target	CABIN	cabin	TRUE	
11	17	16	prime	DOORSTEP	doorstep	TRUE	
11	18	16	target	FARM	farm	TRUE	
11	19	17	prime	RESORT	resort	TRUE	
11	20	17	target	GARDEN	garden	TRUE	
11	21	18	prime	BOOK	book	TRUE	
11	22	18	target	STACK	te-stack	FALSE	
11	23	19	prime	DISK	disk	TRUE	
11	24	19	target	CLIFF	cliff	TRUE	
11	25	20	prime	PURSE	purse	TRUE	
11	26	20	target	SAW	saw	TRUE	
11	27	21	prime	CONQUEROR	conquerr (lengthened)	FALSE	
11	28	21	target	SUPPORTER	supporter	TRUE	
11	29	22	prime	STATE	state	TRUE	
11	30	22	target	RAVEN	raven	TRUE	
11	31	23	prime	TABLE	table	TRUE	
11	32	23	target	CHAIR	chair	TRUE	
11	33	24	prime	PECAN	pecan	TRUE	
11	34	24	target	GLOBE	globe	TRUE	
11	35	25	prime	CAMERA	camera	TRUE	
11	36	25	target	MANUAL	manual	TRUE	
11	37	26	prime	COUCH	couch	TRUE	
11	38	26	target	CUSHION	cushion	TRUE	
11	39	27	prime	SAW	saw	TRUE	
11	40	27	target	RAG	rag	TRUE	
11	41	28	prime	SKELETON	skeleton	TRUE	
11	42	28	target	CLOSET	closet	TRUE	
11	43	29	prime	GUITAR	guitar	TRUE	
11	44	29	target	PEDAL	pedal	TRUE	
11	45	30	prime	ORCHESTRA	s-orchestra	FALSE	
11	46	30	target	JEWELER	jeweler	TRUE	
11	47	31	prime	MECHANISM	mechanism	TRUE	
11	48	31	target	CHAPEL	chapel	TRUE	
11	49	32	prime	WAITRESS	waitress	TRUE	
11	50	32	target	DINER	dinner-diner (laughter)	FALSE	*the subject said 'van' in between the two words 
11	51	33	target	TRAILER	trailer	TRUE	
11	52	34	prime	CANOE	canoe	TRUE	
11	53	34	target	FLAG	flag	TRUE	
11	54	35	prime	GARLIC	garlic	TRUE	
11	55	35	target	BOULDER	boulder	TRUE	
11	56	36	prime	KIWI	kiwi	TRUE	
11	57	36	target	PEACH	peach	TRUE	
11	58	37	prime	STORM	storm	TRUE	
11	59	37	target	ATHLETE	athlete	TRUE	
11	60	38	prime	BLINDFOLD	blindfold	TRUE	
11	61	38	target	RULER	ruler	TRUE	
11	62	39	prime	HOSE	hose	TRUE	
11	63	39	target	HELMET	helmet	TRUE	
11	64	40	prime	TRUMPET	trumpet	TRUE	
11	65	40	target	MIRROR	mirror	TRUE	
11	66	41	prime	TABLE	table	TRUE	
11	67	41	target	BARREL	barrel	TRUE	
11	68	42	prime	PAN	pan	TRUE	
11	69	42	target	RIVER	river	TRUE	
11	70	43	prime	LAWYER	lawyer	TRUE	
11	71	43	target	PANE	pane	TRUE	
11	72	44	prime	ERASER	eraser	TRUE	
11	73	44	target	PENCIL	pencil	TRUE	
11	74	45	prime	DRUG	drug	TRUE	
11	75	45	target	CANDLE	candle	TRUE	
11	76	46	prime	TORSO	torso	TRUE	
11	77	46	target	CHICKEN	chicken	TRUE	
11	78	47	prime	SAXOPHONE	saxophone	TRUE	
11	79	47	target	PILLAR	pillar	TRUE	
11	80	48	prime	SOUP	soup	TRUE	
11	81	48	target	TOWEL	towel	TRUE	
11	82	49	prime	EMPIRE	empire	TRUE	
11	83	49	target	PEEL	peel	TRUE	
11	84	50	prime	VIOLIN	violin	TRUE	
11	85	50	target	BOW	bow	TRUE	
11	86	51	prime	CADDY	caddy	TRUE	
11	87	51	target	GOLFER	golfer	TRUE	
11	88	52	prime	WOLF	woof (sic)	FALSE	
11	89	52	target	POLE	pole	TRUE	
11	90	53	prime	MONK	monk	TRUE	
11	91	53	target	CARPENTER	carpenter	TRUE	
11	92	54	prime	WARD	ward	TRUE	
11	93	54	target	FAUCET	faucet	TRUE	
11	94	55	prime	HYDRANT	hydrant	TRUE	
11	95	55	target	REFLECTOR	reflector	TRUE	
11	96	56	prime	ROD	rod	TRUE	
11	97	56	target	BAGEL	bagel	TRUE	
11	98	57	prime	BICYCLE	bicycle	TRUE	
11	99	57	target	TIRE	tire	TRUE	
11	100	58	prime	TREE	tree	TRUE	
11	101	58	target	GATE	gate	TRUE	
11	102	59	prime	BACKPACK	backpack	TRUE	
11	103	59	target	STRAP	strap	TRUE	
11	104	60	prime	ISLE	isil (sic)	FALSE	
11	105	60	target	GRAVE	graeve (sic)	FALSE	
11	106	61	prime	SON	son	TRUE	
11	107	61	target	ROAD	grode (sic)	FALSE	
11	108	62	prime	LAMP	lamp	TRUE	
11	109	62	target	DESK	desk	TRUE	
11	110	63	prime	PENCIL	pencil	TRUE	
11	111	63	target	ERASER	eraser	TRUE	
11	112	64	prime	SHIRT	shirt	TRUE	
11	113	64	target	CLUB	club	TRUE	
11	114	65	prime	FUTON	futon	TRUE	
11	115	65	target	RADIATOR	radiator	TRUE	
11	116	66	prime	CANOE	canoe	TRUE	
11	117	66	target	CAMP	camp	TRUE	
11	118	67	prime	SPATULA	spatula	TRUE	
11	119	67	target	STRAINER	strainer	TRUE	
11	120	68	prime	ENGINEER	engineer	TRUE	
11	121	68	target	TIGER	tig-tiger	FALSE	
11	122	69	prime	BUTTERFLY	butterfly	TRUE	
11	123	69	target	HORNET	hornet	TRUE	
11	124	70	prime	HARBOR	harbor	TRUE	
11	125	70	target	BEAR	bear	TRUE	
11	126	71	prime	MOTORCYCLE	motorcycle	TRUE	
11	127	71	target	BUS	bus	TRUE	
11	128	72	prime	CHURCH	church	TRUE	
11	129	72	target	CROSS	cross	TRUE	
11	130	73	prime	DORM	dorm	TRUE	
11	131	73	target	CONDO	condo	TRUE	
11	132	74	prime	AIRCRAFT	aircraft	TRUE	
11	133	74	target	FEATHER	feather	TRUE	
11	134	75	prime	DRILL	drill	TRUE	
11	135	75	target	HANDBAG	handbag	TRUE	
11	136	76	prime	BURGER	burger	TRUE	
11	137	76	target	NAIL	nail	TRUE	
11	138	77	prime	PUZZLE	puzzle	TRUE	
11	139	77	target	KID	kid	TRUE	
11	140	78	prime	FESTIVAL	festival	TRUE	
11	141	78	target	LETTER	letter	TRUE	
11	142	79	prime	DIRECTOR	director	TRUE	
11	143	79	target	NOVEL	novel	TRUE	
12	1	8	prime	CADDY	caddy	TRUE	
12	2	8	target	CELEBRITY	celebrity	TRUE	
12	3	9	prime	COUCH	couch	TRUE	
12	4	9	target	TREADMILL	treadmill	TRUE	
12	5	10	prime	PECAN	pecan	TRUE	
12	6	10	target	MAP	map	TRUE	
12	7	11	prime	STATUE	statue	TRUE	
12	8	11	target	SUNDAE	sundae	TRUE	
12	9	12	prime	BACKPACK	backpack	TRUE	
12	10	12	target	QUILT	quilt	TRUE	
12	11	13	prime	VIOLIN	violin	TRUE	
12	12	13	target	STRING	string	TRUE	
12	13	14	prime	STATE	state	TRUE	
12	14	14	target	RABBIT	rabbit	TRUE	
12	15	15	prime	SAXOPHONE	saxophone	TRUE	
12	16	15	target	PIANO	piano	TRUE	
12	17	16	prime	DOORSTEP	doorstep	TRUE	
12	18	16	target	WALL	wall	TRUE	
12	19	17	prime	GAVEL	gavel	TRUE	
12	20	17	target	FERRY	ferry	TRUE	
12	21	18	prime	SPATULA	spatula	TRUE	
12	22	18	target	SANDWICH	sandwich	TRUE	
12	23	19	prime	BICYCLE	bicycle	TRUE	
12	24	19	target	BASKET	basket	TRUE	
12	25	20	prime	VAN	van	TRUE	
12	26	20	target	TAXI	taxi	TRUE	
12	27	21	prime	SHIRT	shirt	TRUE	
12	28	21	target	CAN	can	TRUE	
12	29	22	prime	LOFT	loft	TRUE	
12	30	22	target	FLOWER	flower	TRUE	
12	31	23	prime	ORCHESTRA	orchestra	TRUE	
12	32	23	target	ACTRESS	actress	TRUE	
12	33	24	prime	MOTORCYCLE	motorcycle	TRUE	
12	34	24	target	BENCH	bench	TRUE	
12	35	25	prime	AIRCRAFT	aircraft	TRUE	
12	36	25	target	DIAMOND	diamond	TRUE	
12	37	26	prime	MECHANISM	mechanism	TRUE	
12	38	26	target	CASTLE	castle	TRUE	
12	39	27	prime	ENGINEER	engineer	TRUE	
12	40	27	target	TURTLE	turtle	TRUE	
12	41	28	prime	CANOE	canoe	TRUE	
12	42	28	target	OAR	oar	TRUE	
12	43	29	prime	SAW	saw	TRUE	
12	44	29	target	WRENCH	wrench	TRUE	
12	45	30	prime	EMPIRE	empire	TRUE	
12	46	30	target	DRINK	drink	TRUE	
12	47	31	prime	CHURCH	church	TRUE	
12	48	31	target	DRIVEWAY	driveway	TRUE	
12	49	32	prime	GUITAR	guitar	TRUE	
12	50	32	target	STRING	string	TRUE	
12	51	33	prime	ERASER	eraser	TRUE	
12	52	33	target	PEN	pen	TRUE	
12	53	34	prime	ISLE	isle	TRUE	
12	54	34	target	GLOVE	glove	TRUE	
12	55	35	prime	TABLE	table	TRUE	
12	56	35	target	LAMP	lamp	TRUE	
12	57	36	prime	GARLIC	garlic	TRUE	
12	58	36	target	BUCKET	bucket	TRUE	
12	59	37	prime	KIWI	kiwi	TRUE	
12	60	37	target	PLANT	plant	TRUE	
12	61	38	prime	PURSE	purse	TRUE	
12	62	38	target	LINK	link	TRUE	
12	63	39	prime	TABLE	table	TRUE	
12	64	39	target	PATIO	pi-patio	FALSE	
12	65	40	prime	WAITRESS	waitress	TRUE	
12	66	40	target	SENIOR	senior	TRUE	
12	67	41	prime	FESTIVAL	festival	TRUE	
12	68	41	target	ALBUM	album	TRUE	
12	69	42	prime	PENCIL	pencil	TRUE	
12	70	42	target	STAPLER	stapler	TRUE	
12	71	43	prime	WARD	ward	TRUE	
12	72	43	target	TILE	tile	TRUE	
12	73	44	prime	SNEAKER	sneaker	TRUE	
12	74	44	target	SKI	ski	TRUE	
12	75	45	prime	RESORT	resort	TRUE	
12	76	45	target	POOL	pool	TRUE	
12	77	46	prime	LAMP	lamp	TRUE	
12	78	46	target	BULB	bulb	TRUE	
12	79	47	prime	TRAINER	trainer	TRUE	
12	80	47	target	BOXER	boxer	TRUE	
12	81	48	prime	DORM	dorm	TRUE	
12	82	48	target	CAFE	café	FALSE	
12	83	49	prime	CANOE	canoe	TRUE	
12	84	49	target	OAR	oar	TRUE	
12	85	50	prime	TORSO	torso	TRUE	
12	86	50	target	CHIPMUNK	chipmunk	TRUE	
12	87	51	prime	WOLF	wolf	TRUE	
12	88	51	target	CUSHION	cushion	TRUE	
12	89	52	prime	BLINDFOLD	blindfold	TRUE	
12	90	52	target	BUILDING	building	TRUE	
12	91	53	prime	DRUG	drug	TRUE	
12	92	53	target	FIGURINE	figurine	TRUE	
12	93	54	prime	TREE	tree	TRUE	
12	94	54	target	FORT	fort	TRUE	
12	95	55	prime	HYDRANT	hydrant	TRUE	
12	96	55	target	HOSE	hose	TRUE	
12	97	56	prime	MONK	monk	TRUE	
12	98	56	target	CARDINAL	cardinal	TRUE	
12	99	57	prime	SON	son	TRUE	
12	100	57	target	BUMPER	bumper	TRUE	
12	101	58	prime	PAN	pan	TRUE	
12	102	58	target	FACTORY	factory	TRUE	
12	103	59	prime	SKELETON	skeleton	TRUE	
12	104	59	target	BONE	bone	TRUE	
12	105	60	prime	TRUMPET	trumpet	TRUE	
12	106	60	target	DRAWER	drawer	TRUE	
12	107	61	prime	CAMERA	camera	TRUE	
12	108	61	target	LENS	lens	TRUE	
12	109	62	prime	BURGER	burger	TRUE	
12	110	62	target	PEG	peg	TRUE	
12	111	63	prime	ROD	rod	TRUE	
12	112	63	target	COOKIE	cookie	TRUE	
12	113	64	prime	CART	cart	TRUE	
12	114	64	target	LEMON	lemon	TRUE	
12	115	65	prime	DIRECTOR	director	TRUE	
12	116	65	target	NECKLACE	necklace	TRUE	
12	117	66	prime	HARBOR	harbor	TRUE	
12	118	66	target	BEE	bee	TRUE	
12	119	67	prime	DISK	disk	TRUE	
12	120	67	target	CAVE	cave	TRUE	
12	121	68	prime	SOUP	soup	TRUE	
12	122	68	target	RACK	rack	TRUE	
12	123	69	prime	TENT	tent	TRUE	
12	124	69	target	CAVERN	cavern	TRUE	
12	125	70	prime	HOSE	hose	TRUE	
12	126	70	target	HYDRANT	hydrant	TRUE	
12	127	71	prime	STORM	storm	TRUE	
12	128	71	target	TEENAGER	teenager	TRUE	
12	129	72	prime	PUZZLE	puzzle	TRUE	
12	130	72	target	MILLIONAIRE	millionaire	TRUE	
12	131	73	prime	CONQUEROR	conqueror	TRUE	
12	132	73	target	SENATOR	senator	TRUE	
12	133	74	prime	BOOK	book	TRUE	
12	134	74	target	SHELF	shelf	TRUE	
12	135	75	prime	FUTON	futon	TRUE	
12	136	75	target	RECLINER	recliner	TRUE	
12	137	76	prime	LIVER	liver	TRUE	
12	138	76	target	TROPHY	trophy	TRUE	
12	139	77	prime	LAWYER	lawyer	TRUE	
12	140	77	target	PAINTING	painting	TRUE	
12	141	78	prime	DRILL	drill	TRUE	
12	142	78	target	HAMMER	hammer	TRUE	
12	143	79	prime	BUTTERFLY	butterfly	TRUE	
12	144	79	target	HAMSTER	hamster	TRUE	
13	1	8	prime	FORT	fort	TRUE	
13	2	8	target	WALL	wall	TRUE	
13	3	9	prime	HORSE	horse	TRUE	
13	4	9	target	RAVEN	raven	TRUE	
13	5	10	prime	LOCKER	locker	TRUE	
13	6	10	target	PEDAL	ped-dal (sic)	FALSE	
13	7	11	prime	RIFLE	rifle	TRUE	
13	8	11	target	TARGET	target	TRUE	
13	9	12	prime	MATADOR	matador	TRUE	
13	10	12	target	STRAINER	strainer	TRUE	
13	11	13	prime	CHAIN	chain	TRUE	
13	12	13	target	SIGN	sign	TRUE	
13	13	14	prime	JAW	jaw	TRUE	
13	14	14	target	RAG	rag	TRUE	
13	15	15	prime	ENTERPRISE	enterprise	TRUE	
13	16	15	target	BUS	bus	TRUE	
13	17	16	prime	BLUEPRINT	blueprint	TRUE	
13	18	16	target	DRAWING	drawing	TRUE	
13	19	17	prime	RAKE	rake	TRUE	
13	20	17	target	GRAVE	grave	TRUE	
13	21	18	prime	BIKE	bike	TRUE	
13	22	18	target	TIRE	tire	TRUE	
13	23	19	prime	CRUISE	cruise	TRUE	
13	24	19	target	SHARPENER	sharpener	TRUE	
13	25	20	prime	MAGAZINE	magazine	TRUE	
13	26	20	target	NOVEL	novel	TRUE	
13	27	21	prime	KAYAK	kayak	TRUE	
13	28	21	target	FLAGPOLE	flagpole	TRUE	
13	29	22	prime	DAM	dam	TRUE	
13	30	22	target	RIVER	river	TRUE	
13	31	23	prime	DRESSER	dresser	TRUE	
13	32	23	target	RUG	rug	TRUE	
13	33	24	prime	COACH	coach	TRUE	
13	34	24	target	ATHLETE	athlete	TRUE	
13	35	25	prime	ROBIN	robin	TRUE	
13	36	25	target	CHICKEN	chicken	TRUE	
13	37	26	prime	SINK	sink	TRUE	
13	38	26	target	DISH	dish	TRUE	
13	39	27	prime	MELON	melon	TRUE	
13	40	27	target	GOLFER	golfer	TRUE	
13	41	28	prime	BUTLER	butler	TRUE	
13	42	28	target	KID	kid	TRUE	
13	43	29	prime	PLAYPEN	playpen	TRUE	
13	44	29	target	SOCK	sock	TRUE	
13	45	30	prime	SPIDER	spider	TRUE	
13	46	30	target	BEAR	bear	TRUE	
13	47	31	prime	DRUM	drum	TRUE	
13	48	31	target	NOZZLE	nozzle	TRUE	
13	49	32	prime	SUCCESSOR	successor	TRUE	
13	50	32	target	PILLAR	pillar	TRUE	
13	51	33	prime	NERVE	neerrve (sic)	FALSE	
13	52	33	target	TELEVISION	television	TRUE	
13	53	34	prime	PORT	port	TRUE	
13	54	34	target	DOLL	doll	TRUE	
13	55	35	prime	DRIFTER	drifter	TRUE	
13	56	35	target	REFLECTOR	reflector	TRUE	
13	57	36	prime	SHOVEL	shovel	TRUE	
13	58	36	target	BOULDER	boulder	TRUE	
13	59	37	prime	DEAL	deal	TRUE	
13	60	37	target	PAGE	page	TRUE	
13	61	38	prime	HAMMER	hammer	TRUE	
13	62	38	target	NAIL	nail	TRUE	
13	63	39	prime	FORTRESS	fortress	TRUE	
13	64	39	target	FARM	farm	TRUE	
13	65	40	prime	PASSPORT	passport	TRUE	
13	66	40	target	DINER	diner	TRUE	
13	67	41	prime	BANANA	banana	TRUE	
13	68	41	target	SUNDAE	sundae	TRUE	
13	69	42	prime	UNCLE	uncle	TRUE	
13	70	42	target	CHAIR	chair	TRUE	
13	71	43	prime	SHOWTIME	showtime	TRUE	
13	72	43	target	BOOK	book	TRUE	
13	73	44	prime	TITAN	titan	TRUE	
13	74	44	target	RADIATOR	radiator	TRUE	
13	75	45	prime	OBJECTIVE	objective	TRUE	
13	76	45	target	HORNET	hornet	TRUE	
13	77	46	prime	KNIFE	knife	TRUE	
